identifier,price,timestamp
sdrbike-escape-1-city-disc,899,1757177130556
thrive-2,1199,1757177132463
rove-2,799,1757177134044
allure-rs-1-2023,1199,1757177135722
allure-rs-2-2022,799,1757177137690
allure-rs-2-2023,949,1757177139214
allure-rs-2-2024,799,1757177140777
devote-1-2024,1399,1757177142391
devote-1-2022,1699,1757177143935
silex-400-oak-bork-2026,1599,1757177147726
silex-400-warm-slate-grey-2026,1599,1757177150894
escape-city-disc-1-2024,899,1757191459457
roam-disc-2-2024,899,1757191461106
roam-2,999,1757191462735
fastroad-sl-3-2022,999,1757191464275
fastroad-ar-2,1199,1757191465816
sdrbike-escape-1-city-disc,899,1757191467883
thrive-2,1199,1757191469965
rove-2,799,1757191471452
allure-rs-1-2023,1199,1757191472994
allure-rs-2-2022,799,1757191474781
allure-rs-2-2023,949,1757191476546
allure-rs-2-2024,799,1757191477946
devote-1-2024,1399,1757191479614
devote-1-2022,1699,1757191481245
silex-400-oak-bork-2026,1599,1757191484746
silex-400-warm-slate-grey-2026,1599,1757191487972
escape-city-disc-1-2024,899,1757220308426
roam-disc-2-2024,899,1757220310077
roam-2,999,1757220311945
fastroad-sl-3-2022,999,1757220313756
fastroad-ar-2,1199,1757220315725
sdrbike-escape-1-city-disc,899,1757220318195
thrive-2,1199,1757220320199
rove-2,799,1757220321905
allure-rs-1-2023,1199,1757220323819
allure-rs-2-2022,799,1757220325649
allure-rs-2-2023,949,1757220327566
allure-rs-2-2024,799,1757220329052
devote-1-2024,1399,1757220330768
devote-1-2022,1699,1757220332432
silex-400-oak-bork-2026,1599,1757220336184
silex-400-warm-slate-grey-2026,1599,1757220339531
escape-city-disc-1-2024,899,1757234740327
roam-disc-2-2024,899,1757234742296
roam-2,999,1757234744431
fastroad-sl-3-2022,999,1757234746706
fastroad-ar-2,1199,1757234748767
sdrbike-escape-1-city-disc,899,1757234751886
thrive-2,1199,1757234754630
rove-2,799,1757234756623
allure-rs-1-2023,1199,1757234758856
allure-rs-2-2022,799,1757234761280
allure-rs-2-2023,949,1757234763768
allure-rs-2-2024,799,1757234765477
devote-1-2024,1399,1757234767520
devote-1-2022,1699,1757234769618
silex-400-oak-bork-2026,1599,1757234773361
silex-400-warm-slate-grey-2026,1599,1757234776691
escape-city-disc-1-2024,899,1757250046040
roam-disc-2-2024,899,1757250047960
roam-2,999,1757250049774
fastroad-sl-3-2022,999,1757250051686
fastroad-ar-2,1199,1757250053842
sdrbike-escape-1-city-disc,899,1757250056434
thrive-2,1199,1757250058975
rove-2,799,1757250060832
allure-rs-1-2023,1199,1757250062713
allure-rs-2-2022,799,1757250064747
allure-rs-2-2023,949,1757250067142
allure-rs-2-2024,799,1757250068632
devote-1-2024,1399,1757250071375
devote-1-2022,1699,1757250073332
silex-400-oak-bork-2026,1599,1757250077216
silex-400-warm-slate-grey-2026,1599,1757250080527
escape-city-disc-1-2024,899,1757263529136
roam-disc-2-2024,899,1757263531072
